Classe,Fichier,Moyenne,RMS,Asymétrie (Skewness),Aplatissement (Kurtosis),Valeur Max,Points,Durée (s)
F0,file396.xlsx,0.0405400883984375,0.14346032259563407,0.1241196336857247,11.801659128220614,1.231668,25600,1.0
F0,file515.xlsx,0.04264645554687501,0.1336361891448582,0.04300267088020421,12.940827557016167,1.389495,25600,1.0
F0,file448.xlsx,0.03839333265625001,0.1348237869668533,0.08253531390742266,15.691094299411079,1.325583,25600,1.0
F0,file214.xlsx,0.039879842890625,0.15517868521345854,0.21726480536463363,12.743564304611404,1.566471,25600,1.0
F0,file471.xlsx,0.041191070625000006,0.11589304563191921,-0.4373220394559859,12.606547331110507,1.070974,25600,1.0
F0,file66.xlsx,0.0365676240625,0.14274355083060397,0.16138940924835837,13.609657169738862,1.24606,25600,1.0
F0,file346.xlsx,0.0407878809375,0.11722156076278427,-0.005970264334426034,11.981598477254472,1.15251,25600,1.0
F0,file301.xlsx,0.0399534903515625,0.15036672946888818,0.20915792772025962,11.826674391116626,1.381201,25600,1.0
F0,file162.xlsx,0.041192238437499994,0.1446672089780539,0.30321745949553836,13.245767447605173,1.312655,25600,1.0
F0,file358.xlsx,0.040795623437500005,0.14501572025054518,0.11113862331957217,13.148865151252517,1.460237,25600,1.0
F0,file83.xlsx,0.041499702421875,0.12598034973564268,-0.17937353675945275,15.774959300338255,1.211055,25600,1.0
F0,file20.xlsx,0.040627240546875,0.11385175616455326,-0.0559818755974385,19.01760575209783,1.601659,25600,1.0
F0,file434.xlsx,0.0423985344921875,0.11751754794081636,-0.3477021700588583,17.081557355211473,1.351258,25600,1.0
F0,file269.xlsx,0.040551394921875004,0.13865475442135242,0.23505740524455923,13.476794727167489,1.502072,25600,1.0
F0,file463.xlsx,0.0419376944140625,0.14981213783583924,0.14727163463861004,13.775103193574056,1.511525,25600,1.0
F0,file146.xlsx,0.0425210348828125,0.13126438825707937,0.16744955562081262,13.156300213615621,1.574704,25600,1.0
F0,file94.xlsx,0.0418514778515625,0.13663329873176033,0.1204239991589885,17.019651242202897,1.383397,25600,1.0
F0,file148.xlsx,0.041533598906250004,0.12641706810452605,-0.06790967014941963,13.309566743686593,1.23057,25600,1.0
F0,file217.xlsx,0.04030418421875,0.11410711636800043,-0.3187052991193193,13.782335168096965,1.224715,25600,1.0
F0,file288.xlsx,0.041618215273437495,0.12682821217209753,0.0670429805472156,13.470091709339032,1.401753,25600,1.0
F0,file368.xlsx,0.042868095507812495,0.13503192468811845,0.0653504030556717,16.586642170106124,1.3043,25600,1.0
F0,file538.xlsx,0.042375949101562504,0.14906405741492992,0.3796486563172835,12.617586056383068,1.355649,25600,1.0
F0,file525.xlsx,0.039082086640625,0.14052676840167572,0.12766190184019777,15.49026692165961,1.354734,25600,1.0
F0,file334.xlsx,0.041113957109375,0.14656962111338107,0.13730102886847487,14.864588240577058,1.391203,25600,1.0
F0,file204.xlsx,0.041914364648437494,0.11983595312624858,-0.16911077304227118,16.508639005937013,1.421817,25600,1.0
F0,file49.xlsx,0.041040823125,0.14031025880897255,0.18091370687050193,13.38971887902155,1.349855,25600,1.0
F0,file161.xlsx,0.0413936787890625,0.11525365582732021,0.026995317109293385,14.439617199391863,1.295091,25600,1.0
F0,file226.xlsx,0.04097808234375,0.13905398996623156,0.3044712256762947,12.473449313146695,1.253805,25600,1.0
F0,file241.xlsx,0.0411383269140625,0.12482094688727333,0.28323205537943036,16.338562449971796,1.518782,25600,1.0
F0,file145.xlsx,0.041703084609375,0.14665034727306256,0.3891115727084438,16.325951926822995,1.805164,25600,1.0
F0,file294.xlsx,0.04116129187499999,0.14493042445630402,0.2318747414183922,14.324819201551163,1.39785,25600,1.0
F0,file41.xlsx,0.039584440078125,0.13628495020469977,0.2387759155336416,13.55565091036202,1.560434,25600,1.0
F0,file542.xlsx,0.0406484872265625,0.14965328674525846,0.2695065942406904,14.413488216447389,1.404497,25600,1.0
F0,file394.xlsx,0.040730815078124996,0.14559979430135442,0.1309115267176797,12.759240227741703,1.316314,25600,1.0
F0,file24.xlsx,0.042275206328125,0.14883903501912205,0.1708666469963108,13.300882355732808,1.399801,25600,1.0
F0,file118.xlsx,0.0403985160546875,0.11481941419365602,-0.29082111479720685,15.942245077780926,1.281004,25600,1.0
F0,file9.xlsx,0.04046287140625,0.12521087834590136,0.046176957598570594,12.47017242123369,1.246792,25600,1.0
F0,file285.xlsx,0.041681445546875,0.13990524735328128,0.22037954934942913,14.751240405808735,1.376261,25600,1.0
F0,file12.xlsx,0.04354764210937501,0.14562405030590542,0.3786171303771556,11.040971027448004,1.382177,25600,1.0
F0,file401.xlsx,0.040152937148437505,0.13880169772081336,0.27792683164527293,13.156192600928295,1.364857,25600,1.0
F0,file246.xlsx,0.0415067016015625,0.11891202917777913,-0.21676972392472474,14.823001705995628,1.155071,25600,1.0
F0,file502.xlsx,0.03985936968750001,0.13853226446093622,-0.026451899870400145,13.581201095589348,1.233863,25600,1.0
F0,file483.xlsx,0.041727682890625,0.1402901690515445,0.167002192935013,13.566067463193432,1.287529,25600,1.0
F0,file543.xlsx,0.039393045117187504,0.11971755290840405,-0.3936671581191678,13.249564274811524,1.219349,25600,1.0
F0,file547.xlsx,0.038705669531249993,0.14557111575426804,0.31437368300548635,11.995334444020765,1.437734,25600,1.0
F0,file510.xlsx,0.041779080585937496,0.13659993999237263,0.28334396201871737,11.99521133391923,1.40718,25600,1.0
F0,file101.xlsx,0.040670386914062495,0.14007242765029926,0.05831861991093975,15.03287622508134,1.350221,25600,1.0
F0,file467.xlsx,0.0414907178125,0.14530394541715422,0.3938223189692177,13.334147563404821,1.320278,25600,1.0
F0,file238.xlsx,0.039880283828125,0.14023596096771734,0.1450871840747678,14.091497958661781,1.380103,25600,1.0
F0,file124.xlsx,0.0421435103515625,0.14241162562413173,0.10918204393869556,14.674257980324688,1.448711,25600,1.0
F0,file189.xlsx,0.0396961645703125,0.13284611818675024,0.30952642963079313,14.93807541758879,1.660875,25600,1.0
F0,file129.xlsx,0.041081372734375,0.11581769788335865,-0.1657457266491901,14.607245135729203,1.286797,25600,1.0
F0,file90.xlsx,0.0400777379296875,0.13112291411340316,0.0376301252392984,15.300739767322545,1.346379,25600,1.0
F0,file356.xlsx,0.0404365534375,0.14212778946857588,0.14190758390386013,15.85008518323149,1.398582,25600,1.0
F0,file549.xlsx,0.04068604453125,0.14013206369292158,0.2077075195093133,13.182925278148025,1.270027,25600,1.0
F0,file11.xlsx,0.041503971484375006,0.12745968711012365,-0.10288173322530907,14.051003785581413,1.421146,25600,1.0
F0,file380.xlsx,0.040755720546875,0.1198018139158478,-0.3254343288195393,16.122303707114632,1.363699,25600,1.0
F0,file500.xlsx,0.040145298125,0.12549862819811206,-0.15450314204747592,18.103908320661724,1.422609,25600,1.0
F0,file420.xlsx,0.0414067741015625,0.1218764109443797,0.07515663731750612,11.555936584274226,1.322412,25600,1.0
F0,file343.xlsx,0.04168200257812501,0.1138579869511536,-0.4403478424956147,13.404185100032494,1.190442,25600,1.0
F0,file422.xlsx,0.043286067578125004,0.14947644073521016,0.2142106369833943,13.888627300737456,1.420109,25600,1.0
F0,file91.xlsx,0.04173382046875,0.1330640360299292,0.1104719184329999,13.79639757846653,1.490607,25600,1.0
F0,file433.xlsx,0.042309706015625004,0.118852062281169,-0.3623939643513737,12.485494187348007,1.248865,25600,1.0
F0,file366.xlsx,0.0433180991015625,0.1312100312025558,0.18330325593780827,13.873524031155922,1.382665,25600,1.0
F0,file34.xlsx,0.041822216484374994,0.1424144754267564,0.1546957363414454,11.949112153373466,1.293079,25600,1.0
F0,file190.xlsx,0.040388758671875004,0.13126349269670812,-0.00686357364855632,16.238776848256805,1.383884,25600,1.0
F0,file275.xlsx,0.037737125664062496,0.13123682761769176,0.206729379168556,12.480552173448304,1.364491,25600,1.0
F0,file361.xlsx,0.03983788671875,0.12415618887091623,-0.1799139653170944,18.070660437416315,1.380042,25600,1.0
F0,file342.xlsx,0.0412303608984375,0.14457615842455893,0.18205947673856637,13.442830235002726,1.387787,25600,1.0
F0,file398.xlsx,0.039232927929687494,0.14401705890889074,0.3643769627078285,13.180944920346628,1.313874,25600,1.0
F0,file539.xlsx,0.042167915546875004,0.1139919949515583,-0.306233929998025,14.75852552653937,1.255452,25600,1.0
F0,file104.xlsx,0.03983431703125,0.12362197391372594,-0.10018642109589662,13.948963382067292,1.417731,25600,1.0
F0,file462.xlsx,0.041128926601562504,0.11415396668248536,-0.218194273306657,13.916945501285527,1.297714,25600,1.0
F0,file348.xlsx,0.039917323125,0.10887835605280262,-0.27285038307916826,13.538924001192788,1.132385,25600,1.0
F0,file528.xlsx,0.041062183437500004,0.1259177567546317,0.2750545298161804,15.681329889216036,1.5286,25600,1.0
F0,file517.xlsx,0.04223288714843751,0.134752854023527,0.29431702254788294,14.350594342139628,1.454504,25600,1.0
F0,file239.xlsx,0.038797043125,0.1263644704901195,0.044734277675027835,14.509147442874275,1.45426,25600,1.0
F0,file397.xlsx,0.04057782546875,0.1188198158704744,-0.26964782142346166,15.918893776020342,1.282772,25600,1.0
F0,file96.xlsx,0.0413054741796875,0.13670597641224266,0.17503488227235892,14.696048707812645,1.342598,25600,1.0
F0,file53.xlsx,0.043858388398437496,0.14177041806724838,0.26122440917371353,14.302809229055159,1.441759,25600,1.0
F0,file183.xlsx,0.03984718605468749,0.134717182844093,-0.014609588224398362,16.19831805761776,1.318509,25600,1.0
F0,file296.xlsx,0.0404852605078125,0.1458495566052063,0.20892300156107593,14.313865693692152,1.39535,25600,1.0
F0,file172.xlsx,0.0391648163671875,0.1204625979530555,-0.18217537165969563,13.953204752901671,1.40901,25600,1.0
F0,file284.xlsx,0.0417717653125,0.12359629329999583,-0.0456626275988551,14.719964019590241,1.213372,25600,1.0
F0,file382.xlsx,0.0414912087109375,0.12047732601181173,0.069755893922336,11.792552252991877,1.217458,25600,1.0
F0,file499.xlsx,0.038821101171875004,0.1386721248980689,0.14546712765592318,13.940812884164563,1.349611,25600,1.0
F0,file281.xlsx,0.040246663593749996,0.13732247929763097,0.10381225573769051,14.64036051805371,1.252646,25600,1.0
F0,file267.xlsx,0.04196765144531249,0.13744783295012003,0.14381566873132026,15.001053337036181,1.332841,25600,1.0
F0,file134.xlsx,0.04180838804687499,0.12986836639256263,-0.08054103633036298,16.967571842554335,1.341866,25600,1.0
F0,file233.xlsx,0.0414916903515625,0.13441647083240008,-0.032215863905550625,15.689050003588564,1.320217,25600,1.0
F0,file216.xlsx,0.03898365390625,0.15001660191758753,0.28369604884729316,12.584164098699539,1.402607,25600,1.0
F0,file413.xlsx,0.038885692421875,0.13868137248940832,-0.007357020680159343,14.867956172345627,1.384067,25600,1.0
F0,file454.xlsx,0.0393580750390625,0.1409158403324776,0.1711148722617868,13.915518228198229,1.38547,25600,1.0
F0,file331.xlsx,0.0402348978515625,0.12076151535244459,-0.013234453029210402,16.000187918857655,1.317107,25600,1.0
F0,file175.xlsx,0.040101825546875,0.1411617842861829,0.306916588432618,11.80746963714258,1.267709,25600,1.0
F0,file122.xlsx,0.04080567125,0.11462539909907997,-0.2811072189224377,16.45904453385687,1.274296,25600,1.0
F0,file351.xlsx,0.037758528906250005,0.14639411986179796,0.32789749842880744,14.486308575810673,1.58123,25600,1.0
F0,file379.xlsx,0.0393212019921875,0.14675586888115905,0.16550297186824175,13.163777302413864,1.383641,25600,1.0
F0,file136.xlsx,0.038573007539062495,0.12676862273582531,-0.07266756417196331,18.938514540227445,1.339854,25600,1.0
F0,file95.xlsx,0.0408810783984375,0.13096458934076102,0.2394899646489399,14.538607577016124,1.490363,25600,1.0
F0,file355.xlsx,0.04073994421875,0.14039859887375958,0.21324012266733886,12.858105940593894,1.27893,25600,1.0
F0,file530.xlsx,0.043546943671875005,0.11668077070966261,0.0383219883137491,17.2043481970231,1.575375,25600,1.0
F0,file442.xlsx,0.040355554609375004,0.12982872261840822,-0.05559793579430739,18.155553492354542,1.401387,25600,1.0
F0,file272.xlsx,0.0388123931640625,0.12925148923371174,-0.11641208393422678,17.8820139201595,1.3415,25600,1.0
F0,file102.xlsx,0.0411887797265625,0.12370627899151586,0.2631745916587079,16.132398546970386,1.369309,25600,1.0
F0,file400.xlsx,0.04267926847656249,0.14125392644127063,0.18665890864088014,13.661547482137484,1.293689,25600,1.0
F0,file520.xlsx,0.041416175,0.1382466562222333,0.13885715675199944,15.47388289784106,1.35077,25600,1.0
F0,file430.xlsx,0.038245538984375,0.14474325646747654,0.3210012038754157,13.572365364479277,1.425476,25600,1.0
F0,file242.xlsx,0.041489957773437496,0.13825324652343768,0.20039417032867476,16.805359237313652,1.509573,25600,1.0
F0,file115.xlsx,0.0410665709765625,0.1519088912764432,0.18378409147901742,11.474354670403589,1.292103,25600,1.0
F0,file353.xlsx,0.040203707148437504,0.142480260142661,0.2672285886596033,13.779867743436673,1.343879,25600,1.0
F0,file3.xlsx,0.0421062351953125,0.13550076527241417,0.241332328660071,13.878522385087889,1.730458,25600,1.0
F0,file117.xlsx,0.040330570585937496,0.14570830904094684,0.25749153983864964,12.650856035354987,1.329608,25600,1.0
F0,file519.xlsx,0.0418050215625,0.13257146303116016,0.2750791538604503,12.137782295367538,1.260757,25600,1.0
F0,file432.xlsx,0.0393114994140625,0.1450453971222446,0.16978178006377617,14.172573502338851,1.507683,25600,1.0
F0,file347.xlsx,0.0398796398046875,0.14770843425100663,0.34508582383749486,13.522518878313106,1.48335,25600,1.0
F0,file425.xlsx,0.0394823308203125,0.11344988692472381,-0.27468210000929616,16.692728504760503,1.261611,25600,1.0
F0,file265.xlsx,0.038616034492187506,0.12831370087953467,-0.17782535595120172,14.978753305181064,1.258745,25600,1.0
F0,file423.xlsx,0.04135715066406251,0.11669017859166825,0.09541501959258773,15.6720802413507,1.37553,25600,1.0
F0,file249.xlsx,0.0377289145703125,0.14701376748700312,0.132472250345154,13.399970151318646,1.370529,25600,1.0
F0,file64.xlsx,0.040527176484375003,0.1460032002895447,0.17675132844664063,13.81070054131308,1.359796,25600,1.0
F0,file222.xlsx,0.0389004526953125,0.14623622085927782,0.2305702714682738,12.005921658048987,1.393215,25600,1.0
F0,file81.xlsx,0.04222976824218749,0.1250266503778571,-0.05808043909360601,15.283606919138501,1.266368,25600,1.0
F0,file72.xlsx,0.04091504921875,0.11483074596064982,-0.2599186026772934,16.084629084972818,1.339732,25600,1.0
F0,file71.xlsx,0.04004938656249999,0.14498258239589157,0.26475755629667697,12.718981724367929,1.411876,25600,1.0
F0,file67.xlsx,0.0417468986328125,0.12744970046342594,-0.18918582299556858,15.054214679372935,1.271124,25600,1.0
F0,file512.xlsx,0.0406168936328125,0.12089137810965189,-0.4322520230631993,12.57387737193116,1.164341,25600,1.0
F0,file308.xlsx,0.0416524887109375,0.12026783455305388,-0.1471654705499886,16.319653591147812,1.364796,25600,1.0
F0,file52.xlsx,0.04434434441406251,0.12459554416862796,0.04969378191995376,14.198732852195503,1.269844,25600,1.0
F0,file490.xlsx,0.04089256625,0.1321038840298372,0.16173492649144894,12.480712389632165,1.259233,25600,1.0
F0,file465.xlsx,0.0413921701953125,0.14593643800361944,0.22679007982956467,12.333633428822896,1.436209,25600,1.0
F0,file506.xlsx,0.04099339124999999,0.14331925166553564,0.14137724068252497,12.314527494391113,1.356198,25600,1.0
F0,file121.xlsx,0.0404006844921875,0.14693811038247492,0.3440030035963786,14.476740993775158,1.577693,25600,1.0
F0,file505.xlsx,0.040901389843750004,0.13041728922980356,0.30152457482548567,15.099852110521352,1.495364,25600,1.0
F0,file371.xlsx,0.0394200491015625,0.12324673527024758,-0.03444037403039924,12.946532585518211,1.101283,25600,1.0
F0,file276.xlsx,0.037994684375000004,0.13358440256259188,0.17907620035255223,16.30233475659582,1.441576,25600,1.0
F0,file50.xlsx,0.042854039765625,0.13012718669502643,0.23734559581204107,13.198948683737273,1.381201,25600,1.0
F0,file258.xlsx,0.041774606289062495,0.14941626749093728,0.37802448146601736,14.309893813879254,1.556165,25600,1.0
F0,file555.xlsx,0.041470309414062496,0.1358031372690158,0.34226220779207084,13.908421239262564,1.56391,25600,1.0
F0,file383.xlsx,0.040746356953125,0.14795946000403232,0.25249062685899587,12.851686744315886,1.323449,25600,1.0
F0,file357.xlsx,0.041176277382812494,0.1201617414324034,-0.09163884361611274,16.2710516383233,1.305093,25600,1.0
F0,file290.xlsx,0.042505041796875,0.14359705269922113,0.14801262521566882,14.192409995949498,1.347477,25600,1.0
F0,file235.xlsx,0.042213051640625006,0.13201790627802723,0.2179964764664288,13.033141499617125,1.424866,25600,1.0
F0,file266.xlsx,0.039226752109375006,0.13857064954365336,0.2878255994585718,11.862533789770687,1.346135,25600,1.0
F0,file140.xlsx,0.03875856289062501,0.13312048008387986,-0.023205437509464806,15.046364954283389,1.391508,25600,1.0
F0,file428.xlsx,0.0408412920703125,0.145715012431866,0.2424314830526303,15.352019902912362,1.47963,25600,1.0
F0,file435.xlsx,0.042847076523437506,0.14300674618345166,0.29439242182956865,12.513479092407765,1.275942,25600,1.0
F0,file36.xlsx,0.042688573203125,0.12450245486109653,-0.01730267728786936,17.376911625329058,1.396142,25600,1.0
F0,file321.xlsx,0.041864246289062504,0.13070371498964464,-0.03113976696071,18.699226095086644,1.371444,25600,1.0
F0,file103.xlsx,0.0412032267578125,0.14526071271122515,0.3309560383080876,14.481600240201734,1.382726,25600,1.0
F0,file154.xlsx,0.040726579726562503,0.12274752214788942,-0.05335491017357451,16.36986844819363,1.501157,25600,1.0
F0,file279.xlsx,0.039778846132812504,0.13675966204955095,0.11244805486855855,14.231453944131102,1.434379,25600,1.0
F0,file367.xlsx,0.04017700359375,0.11398764584484139,-0.017742031472417992,12.253658365379888,1.2907,25600,1.0
F0,file247.xlsx,0.0408016605078125,0.14222802024255957,0.20491900988770909,12.580419048789478,1.26777,25600,1.0
F0,file460.xlsx,0.040374338984374994,0.12000067618431333,0.31042727056710223,17.46449360750207,1.472129,25600,1.0
F0,file231.xlsx,0.039859570078125,0.12904615100788372,-0.05936262758369216,16.347152154775472,1.349367,25600,1.0
F0,file107.xlsx,0.040706075976562506,0.14445925615110045,0.1428348387497043,14.407677447817525,1.501401,25600,1.0
F0,file22.xlsx,0.04117330640625,0.12204834127925564,-0.2206799211947422,14.22003231806138,1.422914,25600,1.0
F0,file344.xlsx,0.0414516055859375,0.14782996720165575,0.12408563295590663,12.789514989521752,1.274052,25600,1.0
F0,file260.xlsx,0.0423068734375,0.1419949812636436,0.2744920765406583,12.555579530138543,1.26033,25600,1.0
F0,file208.xlsx,0.040936743164062504,0.11523298975981178,-0.031265128756597746,13.635442334485754,1.19337,25600,1.0
F0,file184.xlsx,0.0401968553515625,0.1317540699090605,0.12034947224298052,11.62953169389027,1.192943,25600,1.0
F0,file369.xlsx,0.0408309633203125,0.13141813652161838,0.24806790545675902,13.757909964529793,1.474202,25600,1.0
F0,file128.xlsx,0.04023955906249999,0.14397325285667592,0.22231374813858854,12.602291939869424,1.2002,25600,1.0
F0,file295.xlsx,0.040142461328125,0.11711945143280501,-0.20075133724233485,15.92773139768031,1.476398,25600,1.0
F0,file111.xlsx,0.040986831289062504,0.11647275830347475,-0.26950289207382416,11.08139927402817,1.091953,25600,1.0
F0,file98.xlsx,0.040449119882812495,0.138773166568545,0.12319893009480772,13.8073699141947,1.263562,25600,1.0
F0,file431.xlsx,0.03803959554687499,0.11289622115274442,-0.24699623576615154,13.902601957674714,1.193857,25600,1.0
F0,file255.xlsx,0.0404609075390625,0.14636599906183453,0.2711060767486471,13.994221776583496,1.357173,25600,1.0
F0,file88.xlsx,0.039708228398437496,0.1322333703953451,0.04155738497383487,12.496235531450353,1.192821,25600,1.0
F0,file203.xlsx,0.042060550703125,0.14450172272737277,0.21289760030224297,14.020868173839501,1.518965,25600,1.0
F0,file393.xlsx,0.0403897659765625,0.11423731264097453,-0.31482077788655144,11.786383154610652,1.157877,25600,1.0
F0,file362.xlsx,0.03922276578125,0.1329591041107965,0.19957022026110174,13.225370749180188,1.200627,25600,1.0
F0,file306.xlsx,0.039896283046874995,0.1216375708448646,-0.20717145096463963,18.22316698046493,1.416938,25600,1.0
F0,file199.xlsx,0.0411793371484375,0.12246690162666544,0.07729831535423257,14.133238685712039,1.168122,25600,1.0
F0,file523.xlsx,0.040470526874999996,0.14548021364784186,0.22745612218897038,12.635354552013503,1.308447,25600,1.0
F0,file496.xlsx,0.038117496171875,0.1302783272252892,0.333814565552786,14.612583290728752,1.608307,25600,1.0
F0,file210.xlsx,0.04001310421875,0.11359113132524229,-0.15066993023770014,13.360728307624099,1.247463,25600,1.0
F0,file47.xlsx,0.040199332148437496,0.13820200224546159,0.17257914804558694,14.797046604805773,1.52177,25600,1.0
F0,file386.xlsx,0.0394720973828125,0.1133897330719256,-0.23038236926316855,15.368017560756337,1.328267,25600,1.0
F0,file196.xlsx,0.0381686078515625,0.13364954367461013,0.15380392316409217,14.00922560911001,1.225813,25600,1.0
F0,file113.xlsx,0.040929708515624996,0.14253842937849662,0.24112209664179307,14.291111624159692,1.433587,25600,1.0
F0,file273.xlsx,0.039455788359375,0.13853506797116727,0.2055334626308294,11.891504675561832,1.213067,25600,1.0
F0,file480.xlsx,0.038569858671875006,0.12143370721645115,-0.21548016637568784,18.256031192646702,1.369248,25600,1.0
F0,file280.xlsx,0.0397980696484375,0.13026598467637,0.054408653703699426,12.846229640143264,1.297836,25600,1.0
